timestamp,threshold,attention,score,spaceship_position,spaceship_velocity
2021-04-12 14:54:34,478,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,495,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,512,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,529,70,48,0,-27.9375,-3.2800000000000002
2021-04-12 14:54:34,546,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,563,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,583,70,48,0,-27.9375,-3.46
2021-04-12 14:54:34,600,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,616,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,632,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,651,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,667,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,684,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,702,70,48,0,-27.9375,-3.2800000000000002
2021-04-12 14:54:34,718,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,737,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,775,70,48,0,-27.9375,-4.3
2021-04-12 14:54:34,803,70,48,0,-27.9375,-4.0600000000000005
2021-04-12 14:54:34,823,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:34,839,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,856,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,876,70,48,0,-27.9375,-3.4000000000000004
2021-04-12 14:54:34,893,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,909,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,925,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,942,70,48,0,-27.9375,-3.16
2021-04-12 14:54:34,958,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,975,70,48,0,-27.9375,-3.22
2021-04-12 14:54:34,995,70,48,0,-27.9375,-3.22
2021-04-12 14:54:35,014,70,48,0,-27.9375,-3.5200000000000005
2021-04-12 14:54:35,030,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,047,70,48,0,-27.9375,-3.22
2021-04-12 14:54:35,063,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,079,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,095,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,111,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,127,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,143,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,159,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,176,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,191,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,209,70,48,0,-27.9375,-3.22
2021-04-12 14:54:35,227,70,48,0,-27.9375,-3.3400000000000003
2021-04-12 14:54:35,243,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,261,70,48,0,-27.9375,-3.2800000000000002
2021-04-12 14:54:35,284,70,48,0,-27.9375,-3.58
2021-04-12 14:54:35,300,70,48,0,-27.9375,-3.16
2021-04-12 14:54:35,316,70,48,0,-27.9375,-3.22
